gene	spp	sumOfgenes
EOG80S2Z3	8	10
EOG80S2Z4	2	2
EOG80S2Z5	2	2
EOG80S2Z7	6	6
EOG80S2Z8	17	57
EOG80S2ZB	2	2
EOG80S2ZC	4	5
EOG80S2ZD	6	7
EOG80S2ZF	5	5
EOG80S2ZG	18	46
EOG80S2ZK	15	19
EOG80S2ZM	2	2
EOG80S2ZN	3	3
EOG80S2ZP	10	11
EOG80S2ZQ	2	3
EOG80S2ZR	10	10
EOG80S2ZS	6	9
EOG80S2ZV	8	8
EOG80S2ZW	3	3
EOG80S2ZX	16	47
EOG80S2ZZ	2	2
EOG80S300	3	3
EOG80S301	6	6
EOG80S302	10	10
EOG80S303	5	5
EOG80S304	3	4
EOG80S305	2	2
EOG80S306	2	2
EOG80S307	2	2
EOG80S308	2	3
EOG80S309	3	3
EOG80S30B	2	2
EOG80S30C	3	3
EOG80S30D	2	2
EOG80S30F	1	4
EOG80S30G	3	3
EOG80S30J	2	2
EOG80S30K	2	2
EOG80S30M	1	2
EOG80S30P	2	2
EOG80S30T	2	2
EOG80S30V	4	10
EOG80S30X	2	2
EOG80S310	3	3
EOG80S312	2	2
EOG80S313	1	2
EOG80S314	3	3
EOG80S315	2	2
EOG80S316	3	3
EOG80S317	2	2
EOG80S318	2	2
EOG80S31B	2	2
EOG80S31D	3	4
EOG80S31F	5	20
EOG80S31G	3	4
EOG80S31H	2	2
EOG80S31J	3	3
EOG80S31K	2	2
EOG80S31M	2	2
EOG80S31N	2	2
EOG80S31P	2	2
EOG80S31Q	2	6
EOG80S31R	2	2
EOG80VZ3B	76	103
EOG80VZ3C	74	92
EOG80VZ3D	76	99
EOG80VZ3F	68	76
EOG80VZ3G	32	33
EOG80VZ3H	5	6
EOG80VZ3J	25	28
EOG80VZ3K	14	14
EOG80VZ3M	2	2
EOG80VZ3N	7	11
EOG80VZ3P	9	18
EOG80VZ3Q	75	87
EOG80VZ3R	70	73
EOG80VZ3S	69	77
EOG80VZ3T	73	79
EOG80VZ3V	74	85
EOG80VZ3W	76	231
EOG80VZ3X	6	9
EOG80VZ3Z	13	19
EOG80VZ40	74	78
EOG80VZ41	6	6
EOG80VZ42	3	3
EOG80VZ44	5	12
EOG80VZ45	71	73
EOG80VZ46	5	5
EOG80VZ47	14	15
EOG80VZ48	3	3
EOG80VZ49	25	25
EOG80VZ4B	8	19
EOG80VZ4C	9	16
EOG80VZ4F	7	7
EOG80VZ4G	44	52
EOG80VZ4J	74	84
EOG80VZ4K	21	22
EOG80VZ4M	73	77
EOG80VZ4N	5	5
EOG80VZ4P	5	5
EOG80VZ4Q	76	86
EOG80VZ4S	71	77
EOG80VZ4T	6	6
EOG80VZ4V	74	107
EOG80VZ4X	3	3
EOG80VZ4Z	67	70
EOG80VZ50	71	75
EOG80VZ51	3	3
EOG80VZ52	6	6
EOG80VZ53	70	96
EOG80VZ54	75	102
EOG80VZ55	4	4
EOG80VZ56	71	78
EOG80VZ57	5	6
EOG80VZ58	2	4
EOG80VZ59	2	2
EOG80VZ5B	5	5
EOG80VZ5C	63	67
EOG80VZ5D	21	26
EOG80VZ5F	11	25
EOG80VZ5G	6	6
EOG80VZ5H	35	41
EOG80VZ5J	3	3
EOG80VZ5M	4	4
EOG80VZ5N	6	7
EOG80VZ5P	5	5
EOG80VZ5Q	7	7
EOG80VZ5R	13	14
EOG80VZ5S	53	63
EOG80VZ5T	6	6
EOG80VZ5V	5	6
EOG80VZ5W	7	7
EOG80VZ5X	14	24
EOG80VZ5Z	3	3
EOG80VZ60	5	13
EOG80VZ61	18	18
EOG80VZ62	3	3
EOG80VZ63	5	5
EOG80VZ64	4	4
EOG80VZ65	19	19
EOG80VZ66	6	7
EOG80VZ67	7	7
EOG80VZ68	3	3
EOG80VZ6B	20	20
EOG80VZ6D	5	7
EOG80VZ6F	7	7
EOG80VZ6G	4	4
EOG80VZ6H	49	51
EOG80VZ6J	18	24
EOG80VZ6K	9	9
EOG80VZ6M	5	6
EOG80VZ6N	4	7
EOG80VZ6P	4	4
EOG80VZ6Q	4	4
EOG80VZ6R	4	6
EOG80VZ6S	4	5
EOG80VZ6T	7	8
EOG80VZ6V	3	3
EOG80VZ6W	4	4
EOG80VZ6X	4	4
EOG80VZ6Z	2	2
EOG80VZ70	3	3
EOG80VZ71	2	2
EOG80VZ72	3	3
EOG80VZ73	2	2
EOG80VZ74	2	2
EOG80VZ75	4	4
EOG80VZ76	3	3
EOG80VZ79	2	2
EOG80VZ7B	5	5
EOG80VZ7C	7	7
EOG80VZ7F	2	2
EOG80VZ7G	1	2
EOG80VZ7K	2	3
EOG80VZ7M	4	7
EOG80VZ7N	2	3
EOG80VZ7P	3	3
EOG80VZ7Q	2	2
EOG80VZ7S	2	2
EOG80VZ7T	4	4
EOG80VZ7V	2	2
EOG80VZ7X	2	2
EOG80VZ7Z	3	4
EOG80VZ80	3	3
EOG80VZ82	1	2
EOG80VZ84	2	2
EOG80VZ85	2	2
EOG80VZ86	2	2
EOG80VZ88	2	2
EOG80VZ89	7	30
EOG80VZ8B	6	11
EOG80VZ8D	2	2
EOG80VZ8F	3	3
EOG80VZ8G	7	12
EOG80VZ8H	2	2
EOG80VZ8J	4	6
EOG80VZ8K	2	2
EOG80VZ8N	3	3
EOG80ZTBB	65	98
EOG80ZTBC	73	99
EOG80ZTBD	75	112
EOG80ZTBF	59	72
EOG80ZTBG	13	13
EOG80ZTBH	3	3
EOG80ZTBJ	73	77
EOG80ZTBK	57	67
EOG80ZTBM	76	92
EOG80ZTBN	3	9
EOG80ZTBP	6	7
EOG80ZTBQ	73	81
EOG80ZTBR	3	3
EOG80ZTBS	25	25
EOG80ZTBT	26	27
EOG80ZTBV	5	5
EOG80ZTBW	76	97
EOG80ZTBX	4	4
EOG80ZTBZ	31	38
EOG80ZTC0	25	26
EOG80ZTC1	5	6
EOG80ZTC2	35	40
EOG80ZTC3	4	4
EOG80ZTC4	71	74
EOG80ZTC5	67	100
EOG80ZTC6	13	17
EOG80ZTC7	6	6
EOG80ZTC8	8	10
EOG80ZTC9	5	5
EOG80ZTCB	7	7
EOG80ZTCC	30	33
EOG80ZTCD	65	65
EOG80ZTCF	45	1319
EOG80ZTCG	15	41
EOG80ZTCH	11	11
EOG80ZTCJ	2	2
EOG80ZTCK	72	235
EOG80ZTCM	4	4
EOG80ZTCN	70	75
EOG80ZTCP	57	62
EOG80ZTCQ	23	173
EOG80ZTCR	4	7
EOG80ZTCS	60	62
EOG80ZTCT	76	168
EOG80ZTCV	52	55
EOG80ZTCW	8	18
EOG80ZTCX	25	62
EOG80ZTCZ	50	101
EOG80ZTD0	4	4
EOG80ZTD1	9	9
EOG80ZTD2	6	6
EOG80ZTD3	54	58
EOG80ZTD4	3	5
EOG80ZTD5	2	2
EOG80ZTD6	65	73
EOG80ZTD8	4	4
EOG80ZTD9	11	15
EOG80ZTDB	23	37
EOG80ZTDC	8	8
EOG80ZTDD	14	14
EOG80ZTDF	2	2
EOG80ZTDG	44	56
EOG80ZTDH	58	60
EOG80ZTDJ	3	3
EOG80ZTDK	6	6
EOG80ZTDM	4	4
EOG80ZTDN	3	3
EOG80ZTDP	2	2
EOG80ZTDQ	3	4
EOG80ZTDS	52	75
EOG80ZTDT	4	5
EOG80ZTDV	70	76
EOG80ZTDW	16	16
EOG80ZTDX	40	58
EOG80ZTDZ	3	3
EOG80ZTF0	11	20
EOG80ZTF2	3	3
EOG80ZTF3	5	5
EOG80ZTF4	3	3
EOG80ZTF5	63	65
EOG80ZTF6	2	2
EOG80ZTF7	74	138
EOG80ZTF8	62	76
EOG80ZTF9	33	33
EOG80ZTFB	10	11
EOG80ZTFC	5	7
EOG80ZTFF	4	5
EOG80ZTFG	12	14
EOG80ZTFH	54	56
EOG80ZTFJ	14	14
EOG80ZTFM	73	119
EOG80ZTFN	2	2
EOG80ZTFP	19	48
EOG80ZTFQ	5	5
EOG80ZTFR	5	5
EOG80ZTFS	4	8
EOG80ZTFV	2	2
EOG80ZTFW	5	9
EOG80ZTFX	3	3
EOG80ZTFZ	2	2
EOG80ZTG0	7	11
EOG80ZTG1	4	4
EOG80ZTG2	2	2
EOG80ZTG3	2	2
EOG80ZTG6	2	2
EOG80ZTG7	2	3
EOG80ZTGB	2	2
EOG80ZTGC	2	2
EOG80ZTGD	4	4
EOG80ZTGF	3	3
EOG80ZTGG	3	4
EOG80ZTGH	5	6
EOG80ZTGJ	3	3
EOG80ZTGK	3	3
EOG80ZTGM	2	2
EOG80ZTGN	3	3
EOG80ZTGQ	3	4
EOG80ZTGT	2	2
EOG80ZTGV	3	3
EOG80ZTGX	2	2
EOG80ZTH0	2	2
EOG80ZTH1	3	3
EOG80ZTH2	2	2
EOG80ZTH3	2	2
EOG80ZTH4	2	2
EOG80ZTH5	2	2
EOG80ZTH6	2	2
EOG80ZTH7	3	18
EOG80ZTH9	3	5
EOG80ZTHC	2	2
EOG80ZTHF	2	2
EOG80ZTHG	2	2
EOG80ZTHH	3	3
EOG80ZTHJ	3	3
EOG80ZTHK	4	15
EOG80ZTHN	4	4
EOG80ZTHP	2	2
EOG80ZTHQ	3	5
EOG812PK7	26	27
EOG812PK8	73	125
EOG812PK9	76	109
EOG812PKB	74	78
EOG812PKC	76	94
EOG812PKD	64	75
EOG812PKG	70	183
EOG812PKJ	62	108
EOG812PKK	7	7
EOG812PKM	17	18
EOG812PKN	20	42
EOG812PKP	5	5
EOG812PKQ	74	86
EOG812PKR	57	67
EOG812PKS	70	76
EOG812PKT	10	10
EOG812PKV	2	3
EOG812PKW	8	8
EOG812PKX	3	3
EOG812PKZ	5	8
EOG812PM0	5	5
EOG812PM1	7	24
EOG812PM2	73	88
EOG812PM3	75	81
EOG812PM4	14	17
EOG812PM5	65	80
EOG812PM6	75	99
EOG812PM7	12	12
EOG812PM8	7	9
EOG812PM9	74	85
EOG812PMB	2	2
EOG812PMC	42	48
EOG812PMD	50	59
EOG812PMF	9	9
EOG812PMG	16	45
EOG812PMH	66	72
EOG812PMJ	75	81
EOG812PMK	14	91
EOG812PMM	14	17
EOG812PMN	74	87
EOG812PMP	12	32
EOG812PMQ	73	78
EOG812PMR	21	75
EOG812PMS	72	78
EOG812PMT	24	25
EOG812PMV	5	5
EOG812PMW	4	4
EOG812PMX	3	3
EOG812PMZ	10	10
EOG812PN0	2	2
EOG812PN1	9	10
EOG812PN2	9	12
EOG812PN3	2	2
EOG812PN4	68	80
EOG812PN5	7	7
EOG812PN6	2	2
EOG812PN7	5	5
EOG812PN8	4	6
EOG812PN9	55	66
EOG812PNB	5	5
EOG812PNC	3	3
EOG812PND	5	5
EOG812PNF	4	4
EOG812PNG	11	11
EOG812PNH	8	13
EOG812PNJ	4	11
EOG812PNK	10	10
EOG812PNM	2	2
EOG812PNN	65	66
EOG812PNP	3	3
EOG812PNQ	4	4
EOG812PNR	6	6
EOG812PNT	29	30
EOG812PNV	69	72
EOG812PNX	8	8
EOG812PNZ	3	3
EOG812PP2	10	10
EOG812PP3	9	9
EOG812PP4	8	8
EOG812PP5	2	2
EOG812PP6	14	16
EOG812PP7	4	4
EOG812PP8	5	5
EOG812PPF	3	3
EOG812PPG	6	6
EOG812PPH	4	4
EOG812PPJ	3	3
EOG812PPK	6	6
EOG812PPM	7	7
EOG812PPN	4	4
EOG812PPP	8	9
EOG812PPQ	4	4
EOG812PPS	5	5
EOG812PPT	11	14
EOG812PPV	2	2
EOG812PPW	5	6
EOG812PPX	10	19
EOG812PPZ	2	2
EOG812PQ1	2	2
EOG812PQ2	2	2
EOG812PQ3	3	4
EOG812PQ4	3	3
EOG812PQ5	2	4
EOG812PQ6	5	5
EOG812PQ7	3	3
EOG812PQ8	2	3
EOG812PQ9	5	5
EOG812PQB	2	2
EOG812PQC	4	15
EOG812PQD	2	2
EOG812PQJ	3	3
EOG812PQK	7	8
EOG812PQM	2	2
EOG812PQN	2	2
EOG812PQP	2	2
EOG812PQQ	2	2
EOG812PQR	2	2
EOG812PQT	2	2
EOG812PQV	4	4
EOG812PQW	2	2
EOG812PQX	2	2
EOG812PQZ	2	2
EOG812PR1	2	2
EOG812PR2	2	3
EOG812PR4	2	2
EOG812PR5	2	2
EOG812PR6	3	3
EOG812PR7	2	2
EOG812PR8	6	7
EOG812PRD	3	5
EOG812PRF	2	2
EOG812PRG	2	2
EOG812PRH	2	2
EOG812PRJ	2	3
EOG815JT6	4	13
EOG815JT7	75	96
EOG815JT8	69	84
EOG815JT9	76	97
EOG815JTB	31	35
EOG815JTC	6	6
EOG815JTD	76	453
EOG815JTF	76	180
EOG815JTG	70	77
EOG815JTJ	6	7
EOG815JTK	6	6
EOG815JTM	17	17
EOG815JTN	3	4
EOG815JTP	7	8
EOG815JTQ	5	5
EOG815JTR	19	19
EOG815JTS	2	2
EOG815JTT	1	3
EOG815JTV	60	74
EOG815JTW	11	13
EOG815JTX	15	17
EOG815JTZ	6	6
EOG815JV0	5	5
EOG815JV1	74	80
EOG815JV2	4	4
EOG815JV3	72	86
EOG815JV4	22	23
EOG815JV5	65	72
EOG815JV6	67	86
EOG815JV7	65	73
EOG815JV8	8	9
EOG815JV9	5	5
EOG815JVB	9	33
EOG815JVC	2	2
EOG815JVF	31	36
EOG815JVG	23	24
EOG815JVH	4	5
EOG815JVK	5	5
EOG815JVN	5	5
EOG815JVP	12	19
EOG815JVR	3	3
EOG815JVS	68	128
EOG815JVT	74	77
EOG815JVV	5	8
EOG815JVW	58	71
EOG815JVX	74	81
EOG815JVZ	26	30
EOG815JW1	10	11
EOG815JW2	3	3
EOG815JW3	38	43
EOG815JW4	8	27
EOG815JW5	61	85
EOG815JW6	3	3
EOG815JW7	8	8
EOG815JW8	4	4
EOG815JW9	4	5
EOG815JWB	8	21
EOG815JWF	5	5
EOG815JWG	13	15
EOG815JWH	2	2
EOG815JWJ	3	3
EOG815JWK	5	22
EOG815JWM	2	2
EOG815JWQ	7	7
EOG815JWR	3	3
EOG815JWS	18	18
EOG815JWT	4	4
EOG815JWV	2	2
EOG815JWW	30	30
EOG815JWX	3	3
EOG815JX0	64	67
EOG815JX1	2	2
EOG815JX2	4	5
EOG815JX3	32	33
EOG815JX4	2	2
EOG815JX6	11	12
EOG815JX7	14	31
EOG815JX8	3	3
EOG815JXB	2	2
EOG815JXD	4	4
EOG815JXF	25	26
EOG815JXG	22	22
EOG815JXJ	3	3
EOG815JXN	5	6
EOG815JXP	6	6
EOG815JXQ	3	3
EOG815JXS	3	3
EOG815JXT	7	9
EOG815JXV	2	2
EOG815JXW	2	2
EOG815JXX	3	3
EOG815JZ2	3	3
EOG815JZ4	1	2
EOG815JZ5	2	2
EOG815JZ6	2	2
EOG815JZ7	3	4
EOG815JZ9	2	2
EOG815JZF	2	2
EOG815JZH	5	9
EOG815JZM	2	2
EOG815JZQ	4	4
EOG815JZR	3	4
EOG815JZS	3	3
EOG815JZV	2	2
EOG815JZW	2	2
EOG815JZX	4	4
EOG815JZZ	3	10
EOG815K01	2	2
EOG815K02	2	2
EOG815K03	4	4
EOG815K04	2	4
EOG815K06	2	2
EOG815K07	2	2
EOG815K08	2	2
EOG815K0B	2	3
EOG815K0C	4	21
EOG815K0D	2	2
EOG815K0F	2	3
EOG815K0G	3	5
EOG818F24	74	119
EOG818F25	51	59
EOG818F26	76	93
EOG818F27	64	80
EOG818F28	73	85
EOG818F29	5	5
EOG818F2B	3	3
EOG818F2C	66	78
EOG818F2D	74	119
EOG818F2F	2	2
EOG818F2G	74	99
EOG818F2H	6	8
EOG818F2J	3	4
EOG818F2K	8	14
EOG818F2M	8	10
EOG818F2N	13	20
EOG818F2P	6	6
EOG818F2R	5	5
EOG818F2S	73	79
EOG818F2T	6	6
EOG818F2V	68	82
EOG818F2W	4	4
EOG818F2X	34	39
EOG818F2Z	28	30
EOG818F30	75	83
EOG818F31	67	72
EOG818F32	18	21
EOG818F33	73	93
EOG818F34	73	88
EOG818F35	9	15
EOG818F36	3	3
EOG818F37	2	2
EOG818F38	66	85
EOG818F39	41	59
EOG818F3B	9	9
EOG818F3C	6	8
EOG818F3D	26	29
EOG818F3F	5	5
EOG818F3G	8	15
EOG818F3H	2	2
EOG818F3J	9	15
EOG818F3K	71	74
EOG818F3M	3	3
EOG818F3N	3	3
EOG818F3P	75	77
EOG818F3Q	60	101
EOG818F3R	5	13
EOG818F3S	5	5
EOG818F3T	5	5
EOG818F3V	3	3
EOG818F3W	72	81
EOG818F3X	10	14
EOG818F3Z	4	4
EOG818F40	4	4
EOG818F41	58	92
EOG818F42	56	56
EOG818F43	11	12
EOG818F44	16	23
EOG818F45	9	18
EOG818F46	36	128
EOG818F47	8	8
EOG818F4B	33	36
EOG818F4C	5	5
EOG818F4D	71	77
EOG818F4F	4	4
EOG818F4G	4	4
EOG818F4H	4	4
EOG818F4J	5	5
EOG818F4K	11	11
EOG818F4M	72	73
EOG818F4N	11	11
EOG818F4P	7	9
EOG818F4Q	6	6
EOG818F4R	5	5
EOG818F4S	6	7
EOG818F4T	5	6
EOG818F4V	3	3
EOG818F4W	3	3
EOG818F4X	3	3
EOG818F4Z	5	5
EOG818F51	3	3
EOG818F52	3	3
EOG818F53	6	16
EOG818F54	3	3
EOG818F55	3	3
EOG818F56	3	3
EOG818F57	3	6
EOG818F58	5	5
EOG818F59	16	63
EOG818F5B	3	3
EOG818F5C	7	7
EOG818F5F	3	3
EOG818F5H	9	9
EOG818F5J	8	16
EOG818F5M	2	2
EOG818F5P	9	11
EOG818F5Q	2	2
EOG818F5S	6	6
EOG818F5T	4	4
EOG818F5V	2	2
EOG818F5W	3	3
EOG818F5Z	2	2
EOG818F60	2	3
EOG818F62	2	2
EOG818F63	5	5
EOG818F64	2	2
EOG818F66	2	2
EOG818F68	2	2
EOG818F6B	2	2
EOG818F6D	2	2
EOG818F6F	2	2
EOG818F6G	2	2
EOG818F6J	2	2
EOG818F6K	2	2
EOG818F6M	4	12
EOG818F6N	2	2
EOG818F6P	2	2
EOG818F6Q	3	3
EOG818F6S	2	2
EOG818F6V	3	4
EOG818F6W	3	3
EOG818F6X	2	2
EOG818F6Z	2	2
EOG818F70	3	4
EOG818F71	2	2
EOG818F72	2	2
EOG818F73	2	2
EOG818F74	2	2
EOG818F75	2	2
EOG818F76	2	2
EOG818F77	2	2
EOG818F78	3	3
EOG818F79	2	2
EOG818F7B	2	2
EOG818F7C	3	3
EOG818F7D	6	11
EOG818F7F	3	3
EOG818F7G	2	2
EOG818F7H	2	2
EOG81C991	72	111
EOG81C992	11	18
EOG81C993	7	9
EOG81C994	5	6
EOG81C995	75	86
EOG81C996	5	14
EOG81C997	76	164
EOG81C998	3	3
EOG81C99B	74	87
EOG81C99C	73	80
EOG81C99D	72	88
EOG81C99F	71	78
EOG81C99G	70	92
EOG81C99H	73	80
EOG81C99J	5	5
EOG81C99K	18	42
EOG81C99M	3	3
EOG81C99N	14	35
EOG81C99P	72	83
EOG81C99Q	13	29
EOG81C99R	7	14
EOG81C99S	3	3
EOG81C99T	18	21
EOG81C99V	70	95
EOG81C99W	3	4
EOG81C99X	58	84
EOG81C99Z	70	83
EOG81C9B0	15	15
EOG81C9B1	5	5
EOG81C9B2	72	78
EOG81C9B3	20	26
EOG81C9B4	4	4
EOG81C9B5	63	68
EOG81C9B6	37	39
EOG81C9B7	52	65
EOG81C9B8	10	11
EOG81C9B9	59	76
EOG81C9BB	73	85
EOG81C9BC	5	5
EOG81C9BD	6	8
EOG81C9BG	5	6
EOG81C9BH	68	71
EOG81C9BJ	11	12
EOG81C9BK	4	4
EOG81C9BM	16	26
EOG81C9BN	14	15
EOG81C9BP	55	62
EOG81C9BQ	3	12
EOG81C9BR	4	4
EOG81C9BS	6	8
EOG81C9BT	1	4
EOG81C9BV	73	94
EOG81C9BW	5	5
EOG81C9BZ	3	3
EOG81C9C0	6	6
EOG81C9C1	16	38
EOG81C9C2	9	10
EOG81C9C4	10	11
EOG81C9C5	18	21
EOG81C9C6	3	3
EOG81C9C7	71	94
EOG81C9C8	5	5
EOG81C9C9	15	15
EOG81C9CB	3	4
EOG81C9CC	62	65
EOG81C9CD	72	75
EOG81C9CF	3	3
EOG81C9CG	5	6
EOG81C9CH	3	3
EOG81C9CJ	7	7
EOG81C9CK	3	3
EOG81C9CM	69	73
EOG81C9CN	29	33
EOG81C9CP	3	3
EOG81C9CR	3	3
EOG81C9CS	4	4
EOG81C9CV	28	30
EOG81C9CW	11	64
EOG81C9CZ	4	6
EOG81C9D0	3	3
EOG81C9D1	5	5
EOG81C9D2	12	12
EOG81C9D3	11	11
EOG81C9D4	2	2
EOG81C9D5	2	2
EOG81C9D7	3	3
EOG81C9D8	11	11
EOG81C9D9	6	6
EOG81C9DF	3	3
EOG81C9DG	10	11
EOG81C9DH	6	6
EOG81C9DJ	3	3
EOG81C9DK	7	7
EOG81C9DM	4	4
EOG81C9DN	7	7
EOG81C9DP	3	3
EOG81C9DQ	2	2
EOG81C9DR	3	3
EOG81C9DX	2	2
EOG81C9DZ	2	2
EOG81C9F0	2	2
EOG81C9F1	3	3
EOG81C9F2	3	3
EOG81C9F4	7	27
EOG81C9F5	6	19
EOG81C9F6	3	3
EOG81C9F7	2	2
EOG81C9F8	2	2
EOG81C9FB	2	3
EOG81C9FD	3	3
EOG81C9FF	3	3
EOG81C9FG	7	9
EOG81C9FJ	2	2
EOG81C9FM	3	3
EOG81C9FN	2	2
EOG81C9FP	2	2
EOG81C9FQ	2	2
EOG81C9FR	2	2
EOG81C9FS	2	2
EOG81C9FT	2	2
EOG81C9FV	1	2
EOG81C9FW	2	2
EOG81C9FX	3	3
EOG81C9G0	3	3
EOG81C9G1	2	3
EOG81C9G2	2	2
EOG81C9G3	2	2
EOG81C9G4	3	3
EOG81C9G5	2	2
EOG81C9G9	4	4
EOG81G5HX	74	102
EOG81G5HZ	72	83
EOG81G5J0	36	112
EOG81G5J1	73	96
EOG81G5J2	75	100
EOG81G5J3	5	5
EOG81G5J4	75	86
EOG81G5J5	69	82
EOG81G5J6	68	75
EOG81G5J7	60	62
EOG81G5J8	7	11
EOG81G5J9	5	7
EOG81G5JB	5	5
EOG81G5JC	1	2
EOG81G5JD	5	12
EOG81G5JF	4	7
EOG81G5JG	69	78
EOG81G5JH	18	18
EOG81G5JJ	5	5
EOG81G5JK	3	3
EOG81G5JM	4	4
EOG81G5JN	5	5
EOG81G5JP	3	3
EOG81G5JQ	8	21
EOG81G5JR	3	3
EOG81G5JS	72	79
EOG81G5JT	72	83
EOG81G5JV	4	4
EOG81G5JW	41	51
EOG81G5JX	5	5
EOG81G5JZ	4	4
EOG81G5K0	16	38
EOG81G5K1	74	334
EOG81G5K2	5	5
EOG81G5K3	76	132
EOG81G5K4	73	128
EOG81G5K5	58	68
EOG81G5K7	4	4
EOG81G5K8	7	8
EOG81G5K9	11	12
EOG81G5KB	72	76
EOG81G5KC	4	4
EOG81G5KD	4	4
EOG81G5KF	16	17
EOG81G5KG	72	98
EOG81G5KH	52	56
EOG81G5KJ	7	8
EOG81G5KK	11	13
EOG81G5KM	6	6
EOG81G5KN	2	2
EOG81G5KP	76	148
EOG81G5KQ	4	4
EOG81G5KR	7	7
EOG81G5KS	20	21
EOG81G5KT	66	76
EOG81G5KV	3	4
EOG81G5KW	8	8
EOG81G5KX	9	71
EOG81G5KZ	3	3
EOG81G5M0	6	6
EOG81G5M2	4	4
EOG81G5M3	3	3
EOG81G5M4	5	5
EOG81G5M7	73	91
EOG81G5M8	8	8
EOG81G5M9	22	22
EOG81G5MB	7	7
EOG81G5MC	64	81
EOG81G5MG	2	2
EOG81G5MH	3	3
EOG81G5MJ	8	8
EOG81G5MK	15	17
EOG81G5MM	4	4
EOG81G5MP	12	13
EOG81G5MQ	9	14
EOG81G5MR	2	2
EOG81G5MS	14	14
EOG81G5MV	3	3
EOG81G5MW	6	6
EOG81G5MX	5	5
EOG81G5MZ	9	9
EOG81G5N0	7	7
EOG81G5N1	19	20
EOG81G5N2	2	2
EOG81G5N3	29	65
EOG81G5N4	5	5
EOG81G5N6	3	3
EOG81G5N7	11	12
EOG81G5N8	3	3
EOG81G5N9	4	4
EOG81G5NB	6	6
EOG81G5NC	4	4
EOG81G5ND	8	8
EOG81G5NF	5	6
EOG81G5NG	5	7
EOG81G5NH	12	30
EOG81G5NJ	2	2
EOG81G5NK	2	2
EOG81G5NM	3	4
EOG81G5NR	4	4
EOG81G5NS	2	2
EOG81G5NX	2	2
EOG81G5NZ	7	16
EOG81G5P0	2	2
EOG81G5P1	2	2
EOG81G5P2	2	2
EOG81G5P5	2	2
EOG81G5P6	3	3
EOG81G5P7	2	2
EOG81G5P8	3	3
EOG81G5P9	3	3
EOG81G5PC	3	3
EOG81G5PD	3	6
EOG81G5PF	5	6
EOG81G5PG	3	3
EOG81G5PH	2	2
EOG81G5PJ	3	3
EOG81G5PK	2	2
EOG81G5PM	2	3
EOG81G5PN	2	2
EOG81G5PP	3	3
EOG81G5PR	2	2
EOG81G5PT	5	5
EOG81G5PV	2	2
EOG81G5PX	3	3
EOG81G5PZ	2	2
EOG81G5Q0	2	3
EOG81G5Q1	3	3
EOG81G5Q2	5	5
EOG81G5Q3	6	9
EOG81G5Q5	4	14
EOG81K1RX	6	8
EOG81K1RZ	47	53
EOG81K1S0	5	10
EOG81K1S1	75	87
EOG81K1S2	7	9
EOG81K1S3	25	388
EOG81K1S4	68	80
EOG81K1S5	73	89
EOG81K1S6	6	8
EOG81K1S7	72	98
EOG81K1S8	9	9
EOG81K1S9	43	76
EOG81K1SB	26	27
EOG81K1SC	55	57
EOG81K1SD	5	5
EOG81K1SF	2	2
EOG81K1SG	64	65
EOG81K1SH	71	81
EOG81K1SJ	19	22
EOG81K1SK	40	47
EOG81K1SM	2	2
EOG81K1SN	76	81
EOG81K1SQ	76	232
EOG81K1SR	69	187
EOG81K1SS	52	101
EOG81K1ST	4	5
EOG81K1SV	12	20
EOG81K1SW	11	24
EOG81K1SX	11	11
EOG81K1SZ	48	54
EOG81K1T0	14	25
EOG81K1T1	21	129
EOG81K1T2	13	17
EOG81K1T3	22	37
EOG81K1T4	73	86
EOG81K1T5	75	168
EOG81K1T6	3	3
EOG81K1T7	6	6
EOG81K1T8	4	5
EOG81K1T9	72	105
EOG81K1TB	20	35
EOG81K1TC	9	9
EOG81K1TD	55	56
EOG81K1TF	15	17
EOG81K1TG	3	3
EOG81K1TH	8	8
EOG81K1TJ	44	46
EOG81K1TM	3	3
EOG81K1TN	4	4
EOG81K1TP	5	5
EOG81K1TR	70	73
EOG81K1TS	4	11
EOG81K1TT	41	42
EOG81K1TV	64	194
EOG81K1TW	4	4
EOG81K1TX	14	16
EOG81K1TZ	40	71
EOG81K1V0	6	6
EOG81K1V1	5	5
EOG81K1V2	8	8
EOG81K1V3	2	2
EOG81K1V4	2	3
EOG81K1V6	65	71
EOG81K1V7	3	3
EOG81K1V8	16	16
EOG81K1V9	72	74
EOG81K1VB	3	3
EOG81K1VD	2	2
EOG81K1VF	66	67
EOG81K1VG	41	41
EOG81K1VH	5	8
EOG81K1VJ	5	5
EOG81K1VK	3	3
EOG81K1VM	17	28
EOG81K1VN	29	32
EOG81K1VP	3	3
EOG81K1VQ	7	7
EOG81K1VR	4	5
EOG81K1VS	3	3
EOG81K1VV	3	3
EOG81K1VX	5	6
EOG81K1VZ	7	7
EOG81K1W0	8	22
EOG81K1W1	6	6
EOG81K1W3	4	8
EOG81K1W5	5	5
EOG81K1W7	3	3
EOG81K1W9	3	3
EOG81K1WB	4	4
EOG81K1WC	6	10
EOG81K1WD	8	12
EOG81K1WF	13	13
EOG81K1WG	12	15
EOG81K1WH	3	3
EOG81K1WJ	21	62
EOG81K1WK	3	3
EOG81K1WM	2	2
EOG81K1WN	8	8
EOG81K1WP	3	16
EOG81K1WQ	3	4
